,index,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,key,option_mapping,question,references,option_ordinal,survey
17,44,44,44,44,GOVPRIOmF2_W41,"{1.0: 'A top priority', 2.0: 'An important, but not a top priority', 3.0: 'A lower priority', 4.0: 'Should not be done', 99.0: 'Refused'}","If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending on Social Security, Medicare and Medicaid?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W41
18,45,45,45,45,GOVPRIOnF2_W41,"{1.0: 'A top priority', 2.0: 'An important, but not a top priority', 3.0: 'A lower priority', 4.0: 'Should not be done', 99.0: 'Refused'}","If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing spending for roads, bridges and other infrastructure?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W41
19,46,46,46,46,GOVPRIOoF2_W41,"{1.0: 'A top priority', 2.0: 'An important, but not a top priority', 3.0: 'A lower priority', 4.0: 'Should not be done', 99.0: 'Refused'}","If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to dealing with climate change?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W41
20,47,47,47,47,WRKTRN1F1_W41,"{1.0: 'Government', 2.0: 'Employers', 3.0: 'The education system', 4.0: 'Individuals themselves', 99.0: 'Refused'}","Over the next 30 years, who should be most responsible for making sure American workers have the right skills and training to get a good job?","['Government', 'Employers', 'The education system', 'Individuals themselves', 'Refused']","[1, 1, 1, 1]",Pew_American_Trends_Panel_W41
21,48,48,48,48,WRKTRN1F2_W41,"{1.0: 'Government', 2.0: 'Employers', 3.0: 'The education system', 4.0: 'Individuals themselves', 99.0: 'Refused'}","Over the next 30 years, who should be most responsible for making sure young adults have the right skills and training to get a good job?","['Government', 'Employers', 'The education system', 'Individuals themselves', 'Refused']","[1, 1, 1, 1]",Pew_American_Trends_Panel_W41
22,51,51,51,51,AUTOWKPLC_W41,"{1.0: 'Mostly helped American workers', 2.0: 'Mostly hurt American workers', 3.0: 'Neither helped nor hurt', 99.0: 'Refused'}","Overall, has the automation of jobs through new technology in the workplace","['Mostly helped American workers', 'Mostly hurt American workers', 'Neither helped nor hurt', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W41
23,54,54,54,54,AUTOLKLY_W41,"{1.0: 'Definitely happen', 2.0: 'Probably happen', 3.0: 'Probably not happen', 4.0: 'Definitely not happen', 99.0: 'Refused'}","Within the next 30 years, how likely do you think it is that the type of work that you do will be done by robots or computers? Do you think this will","['Definitely happen', 'Probably happen', 'Probably not happen', 'Definitely not happen', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W41
24,57,57,57,57,LEGALIMG_W41,"{1.0: 'Increased', 2.0: 'Maintained at current levels', 3.0: 'Decreased', 99.0: 'Refused'}","In order to maintain the strength of the U.S. economy over the next 30 years, do you think that legal immigration will need to be","['Increased', 'Maintained at current levels', 'Decreased', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W41
25,59,59,59,59,FUTRCLASSb_W41,"{1.0: 'Increase', 2.0: 'Decrease', 3.0: 'Stay about the same', 99.0: 'Refused'}","Over the next 30 years, do you think the share of Americans who are in Middle Class will increase, decrease, or stay about the same?","['Increase', 'Decrease', 'Stay about the same', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W41
26,60,60,60,60,FUTRCLASSc_W41,"{1.0: 'Increase', 2.0: 'Decrease', 3.0: 'Stay about the same', 99.0: 'Refused'}","Over the next 30 years, do you think the share of Americans who are lower class will increase, decrease, or stay about the same?","['Increase', 'Decrease', 'Stay about the same', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W41
27,62,62,62,62,HARASS1F1b_W41,"{1.0: 'Major problem', 2.0: 'Minor problem', 3.0: 'Not a problem', 99.0: 'Refused'}","When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say employers firing men who have been accused of sexual harassment or assault before finding ou is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W41
28,64,64,64,64,HARASS1F1d_W41,"{1.0: 'Major problem', 2.0: 'Minor problem', 3.0: 'Not a problem', 99.0: 'Refused'}","When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or ass is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W41
29,67,67,67,67,HARASS1NOWRKF2d_W41,"{1.0: 'Major problem', 2.0: 'Minor problem', 3.0: 'Not a problem', 99.0: 'Refused'}","When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or assault is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W41
30,69,69,69,69,HARASS3NOWRKF2_W41,"{1.0: 'Has made it easier for men', 2.0: 'Has made it harder for men', 3.0: ""Hasn't made much difference"", 99.0: 'Refused'}","Do you think the increased focus on sexual harassment and assault has made it easier or harder for men to know how to interact with women, or hasn't it made much difference?","['Has made it easier for men', 'Has made it harder for men', ""Hasn't made much difference"", 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W41
31,72,72,72,72,ETHNCMAJMOD_W41,"{1.0: 'A very good thing', 2.0: 'A somewhat good thing', 3.0: 'A somewhat bad thing', 4.0: 'A very bad thing', 5.0: 'Neither a good nor bad thing', 99.0: 'Refused'}","According to the U.S. Census Bureau, by the year 2050, a majority of the population will be made up of blacks, Asians, Hispanics, and other racial minorities. In terms of its impact on the country, do you think this will be","['A very good thing', 'A somewhat good thing', 'A somewhat bad thing', 'A very bad thing', 'Neither a good nor bad thing', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W41
32,74,74,74,74,INTRMAR_W41,"{1.0: 'A very good thing', 2.0: 'A somewhat good thing', 3.0: 'A somewhat bad thing', 4.0: 'A very bad thing', 5.0: 'Neither a good nor bad thing', 99.0: 'Refused'}","According to the U.S. Census Bureau, more people of different races are marrying each other these days than in the past. In terms of its impact on the country, do you think this is","['A very good thing', 'A somewhat good thing', 'A somewhat bad thing', 'A very bad thing', 'Neither a good nor bad thing', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W41
33,78,78,78,78,FUTR_DIV_W41,"{1.0: 'More likely to get divorced than people are now', 2.0: 'Less likely to get divorced than people are now', 3.0: 'About as likely to get divorced as people are now', 99.0: 'Refused'}","By 2050, do you expect that people who are married will be","['More likely to get divorced than people are now', 'Less likely to get divorced than people are now', 'About as likely to get divorced as people are now', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W41
34,81,81,81,81,SOLVPROBa_W41,"{1.0: 'A very positive impact', 2.0: 'A somewhat positive impact', 3.0: 'A somewhat negative impact', 4.0: 'A very negative impact', 99.0: 'Refused'}","In the future, what kind of an impact do you think science and technology will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W41
35,82,82,82,82,SOLVPROBb_W41,"{1.0: 'A very positive impact', 2.0: 'A somewhat positive impact', 3.0: 'A somewhat negative impact', 4.0: 'A very negative impact', 99.0: 'Refused'}","In the future, what kind of an impact do you think major corporations will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W41
36,83,83,83,83,SOLVPROBc_W41,"{1.0: 'A very positive impact', 2.0: 'A somewhat positive impact', 3.0: 'A somewhat negative impact', 4.0: 'A very negative impact', 99.0: 'Refused'}","In the future, what kind of an impact do you think religious groups will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W41
37,84,84,84,84,SOLVPROBdF1_W41,"{1.0: 'A very positive impact', 2.0: 'A somewhat positive impact', 3.0: 'A somewhat negative impact', 4.0: 'A very negative impact', 99.0: 'Refused'}","In the future, what kind of an impact do you think the government in Washington will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W41
38,86,86,86,86,SOLVPROBf_W41,"{1.0: 'A very positive impact', 2.0: 'A somewhat positive impact', 3.0: 'A somewhat negative impact', 4.0: 'A very negative impact', 99.0: 'Refused'}","In the future, what kind of an impact do you think the news media will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W41
39,87,87,87,87,SOLVPROBg_W41,"{1.0: 'A very positive impact', 2.0: 'A somewhat positive impact', 3.0: 'A somewhat negative impact', 4.0: 'A very negative impact', 99.0: 'Refused'}","In the future, what kind of an impact do you think the military will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W41
40,88,88,88,88,SOLVPROBh_W41,"{1.0: 'A very positive impact', 2.0: 'A somewhat positive impact', 3.0: 'A somewhat negative impact', 4.0: 'A very negative impact', 99.0: 'Refused'}","In the future, what kind of an impact do you think colleges and universities will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W41
0,4,4,4,4,CONFb_W42,"{1.0: 'A great deal of confidence', 2.0: 'A fair amount of confidence', 3.0: 'Not too much confidence', 4.0: 'No confidence at all', 99.0: 'Refused'}","How much confidence, if any, do you have in the news media to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W42
1,5,5,5,5,CONFc_W42,"{1.0: 'A great deal of confidence', 2.0: 'A fair amount of confidence', 3.0: 'Not too much confidence', 4.0: 'No confidence at all', 99.0: 'Refused'}","How much confidence, if any, do you have in the military to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W42
2,8,8,8,8,CONFe_W42,"{1.0: 'A great deal of confidence', 2.0: 'A fair amount of confidence', 3.0: 'Not too much confidence', 4.0: 'No confidence at all', 99.0: 'Refused'}","How much confidence, if any, do you have in religious leaders to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W42
3,10,10,10,10,CONFg_W42,"{1.0: 'A great deal of confidence', 2.0: 'A fair amount of confidence', 3.0: 'Not too much confidence', 4.0: 'No confidence at all', 99.0: 'Refused'}","How much confidence, if any, do you have in business leaders to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W42
4,15,15,15,15,RQ2_F1A_W42,"{1.0: 'A lot', 2.0: 'A little', 3.0: 'Nothing at all', 99.0: 'Refused'}","How much, if anything, do you know about what medical research scientists do?","['A lot', 'A little', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W42
5,21,21,21,21,RQ4_F1Ab_W42,"{1.0: 'All or most of time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about medical research scientists, how often would you say they provide fair and accurate information when making statements about their research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W42
6,24,24,24,24,RQ4_F1Ae_W42,"{1.0: 'All or most of time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about medical research scientists, how often would you say they care about the best interests of the public","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W42
